,make,model,year,owner,transmission,fuel,engine,max_power,seats,km_driven,seller_type,price_category
3551,Honda,City,2008,Second Owner,Manual,Petrol,1497 CC,78 bhp,5.0,110000,Individual,Low
3552,Skoda,Laura,2010,Second Owner,Manual,Diesel,1896 CC,106 bhp,5.0,100000,Individual,Low
3553,Skoda,Laura,2008,Second Owner,Manual,Diesel,1896 CC,106 bhp,5.0,110000,Individual,Low
3554,Ford,Fiesta,2011,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,130000,Individual,Medium
3555,Hyundai,Santro,2003,Third Owner,Manual,Petrol,,,,68300,Individual,Low
3556,Hyundai,Creta,2018,First Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,27000,Individual,High
3557,Maruti,Baleno,2018,First Owner,Automatic,Petrol,1197 CC,83.1 bhp,5.0,9000,Individual,Medium
3558,Hyundai,i20,2013,First Owner,Manual,Diesel,1396 CC,88.8 bhp,5.0,40000,Individual,Medium
3559,Maruti,Ignis,2019,Second Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,19000,Individual,Medium
3560,Maruti,Wagon,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,10000,Individual,Medium
3561,Tata,Indigo,2013,First Owner,Manual,Diesel,1396 CC,70 bhp,5.0,100000,Individual,Low
3562,Maruti,Wagon,2017,First Owner,Automatic,Petrol,998 CC,67 bhp,5.0,20000,Individual,Medium
3563,Hyundai,EON,2014,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,35000,Individual,Low
3564,Mahindra,Thar,2018,Second Owner,Manual,Diesel,2498 CC,105 bhp,6.0,15000,Individual,Medium
3565,Maruti,Ignis,2018,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,15000,Individual,Medium
3566,Hyundai,i20,2014,Second Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,70000,Individual,Medium
3567,Maruti,Vitara,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,70000,Individual,Medium
3568,Maruti,Baleno,2018,Second Owner,Manual,Petrol,1197 CC,83.1 bhp,5.0,10000,Individual,Medium
3569,Maruti,Swift,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,47000,Individual,Medium
3570,Tata,Indica,2012,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,90000,Individual,Low
3571,Mahindra,Bolero,2017,First Owner,Manual,Diesel,1493 CC,70 bhp,7.0,80000,Individual,Medium
3572,Mitsubishi,Pajero,2015,First Owner,Manual,Diesel,2477 CC,175.56 bhp,7.0,39000,Individual,High
3573,Hyundai,Grand,2015,First Owner,Manual,Diesel,1120 CC,70 bhp,5.0,53000,Individual,Medium
3574,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,105000,Individual,Medium
3575,Toyota,Innova,2011,First Owner,Manual,Diesel,2494 CC,102 bhp,8.0,121941,Dealer,Medium
3576,Tata,Tiago,2016,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,15000,Individual,Medium
3577,Mahindra,Xylo,2014,First Owner,Manual,Diesel,2489 CC,95 bhp,8.0,100000,Individual,Medium
3578,Renault,Duster,2013,Second Owner,Manual,Diesel,1461 CC,83.8 bhp,5.0,152186,Dealer,Medium
3579,Hyundai,i10,2013,First Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,82246,Dealer,Medium
3580,Maruti,Swift,2016,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,20000,Individual,Medium
3581,Maruti,Swift,2017,First Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,40000,Individual,Medium
3582,Toyota,Innova,2011,Second Owner,Manual,Diesel,2494 CC,102 bhp,8.0,89580,Dealer,Medium
3583,Toyota,Innova,2011,Second Owner,Manual,Diesel,2494 CC,102 bhp,7.0,250000,Individual,Medium
3584,Toyota,Innova,2011,Second Owner,Manual,Diesel,2494 CC,102 bhp,7.0,250000,Individual,Medium
3585,Ford,Figo,2019,First Owner,Manual,Petrol,1196 CC,86.8 bhp,5.0,2789,Dealer,Medium
3586,Ford,Freestyle,2018,First Owner,Manual,Diesel,1499 CC,98.97 bhp,5.0,35278,Dealer,Medium
3587,Ford,Freestyle,2018,First Owner,Manual,Diesel,1499 CC,98.97 bhp,5.0,2860,Dealer,Medium
3588,Toyota,Innova,2010,First Owner,Manual,Diesel,2494 CC,102 bhp,7.0,200000,Individual,Medium
3589,Mahindra,KUV,2018,First Owner,Manual,Petrol,1198 CC,82 bhp,6.0,20000,Individual,Medium
3590,Hyundai,Getz,2008,Third Owner,Manual,Petrol,1086 CC,66.6 bhp,5.0,60000,Individual,Low
3591,Toyota,Etios,2011,Second Owner,Manual,Diesel,1364 CC,67.1 bhp,5.0,100000,Individual,Medium
3592,Ford,Figo,2011,First Owner,Manual,Diesel,1399 CC,68 bhp,5.0,78562,Dealer,Low
3593,Hyundai,Verna,2011,Fourth & Above Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,96000,Individual,Medium
3594,Hyundai,Verna,2011,Fourth & Above Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,96000,Individual,Medium
3595,Maruti,800,2003,First Owner,Manual,Petrol,796 CC,37 bhp,4.0,36088,Individual,Low
3596,Hyundai,i20,2014,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,50000,Individual,Medium
3597,Toyota,Etios,2012,First Owner,Manual,Diesel,,,,100000,Individual,Medium
3598,Maruti,S-Cross,2018,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,40000,Individual,Medium
3599,Datsun,GO,2020,First Owner,Manual,Petrol,1198 CC,67.05 bhp,5.0,10000,Individual,Medium
3600,Maruti,Swift,2008,Second Owner,Manual,Diesel,1248 CC,75 bhp,5.0,60000,Individual,Low
3601,Hyundai,i20,2019,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,10000,Individual,Medium
3602,Maruti,Ertiga,2018,First Owner,Manual,Diesel,1248 CC,88.50 bhp,7.0,10000,Individual,High
3603,Hyundai,Verna,2011,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,35000,Individual,Medium
3604,Hyundai,Santa,2014,First Owner,Manual,Diesel,2199 CC,194.3 bhp,7.0,80000,Individual,High
3605,Mahindra,XUV500,2019,First Owner,Manual,Diesel,2179 CC,152.87 bhp,7.0,28000,Individual,High
3606,Ford,Figo,2017,First Owner,Manual,Diesel,1498 CC,99 bhp,5.0,35000,Individual,Medium
3607,Jeep,Compass,2017,First Owner,Manual,Diesel,1956 CC,170 bhp,5.0,32000,Individual,High
3608,Maruti,Wagon,2003,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,40000,Individual,Low
3609,Hyundai,Verna,2011,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,35000,Individual,Medium
3610,Renault,KWID,2019,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,10000,Individual,Medium
3611,Mahindra,XUV500,2019,Second Owner,Automatic,Diesel,2179 CC,152.87 bhp,7.0,25000,Individual,High
3612,Maruti,Alto,2016,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,50000,Individual,Medium
3613,Maruti,Swift,2012,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,129000,Individual,Medium
3614,Mahindra,XUV500,2015,Second Owner,Automatic,Diesel,2179 CC,140 bhp,7.0,100000,Individual,Medium
3615,Maruti,Alto,2018,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,30000,Individual,Medium
3616,Tata,Nexon,2018,Second Owner,Manual,Petrol,1198 CC,108.5 bhp,5.0,28000,Individual,Medium
3617,Maruti,SX4,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,60000,Individual,Medium
3618,Mahindra,Verito,2013,First Owner,Manual,Petrol,1598 CC,86 bhp,5.0,70000,Individual,Medium
3619,Tata,Indica,2013,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,110000,Individual,Medium
3620,Maruti,Eeco,2019,First Owner,Manual,Petrol,1196 CC,73 bhp,5.0,10000,Individual,Medium
3621,Hyundai,Verna,2008,Second Owner,Manual,Diesel,1493 CC,110 bhp,5.0,110000,Individual,Low
3622,Maruti,Swift,2007,Second Owner,Manual,Diesel,1248 CC,75 bhp,5.0,100000,Individual,Low
3623,Mahindra,Scorpio,2008,Second Owner,Manual,Diesel,2179 CC,120 bhp,8.0,120000,Individual,Medium
3624,Hyundai,Xcent,2016,First Owner,Automatic,Petrol,1197 CC,82 bhp,5.0,60000,Individual,Medium
3625,Mahindra,Scorpio,2008,Third Owner,Manual,Diesel,2609 CC,120 bhp,7.0,110000,Individual,Low
3626,Hyundai,Santro,2007,First Owner,Manual,Petrol,,,,64000,Individual,Low
3627,Maruti,Celerio,2017,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,10000,Individual,Medium
3628,Maruti,Baleno,2017,First Owner,Manual,Petrol,1197 CC,83.1 bhp,5.0,35000,Individual,Medium
3629,Tata,Tigor,2018,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,23000,Individual,Medium
3630,Maruti,Swift,2019,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,15000,Individual,Medium
3631,Mahindra,TUV,2018,First Owner,Manual,Diesel,2179 CC,120 bhp,9.0,20000,Individual,Medium
3632,Mahindra,Bolero,2011,First Owner,Manual,Diesel,2523 CC,63 bhp,7.0,90000,Individual,Medium
3633,Mahindra,Bolero,2011,First Owner,Manual,Diesel,2523 CC,63 bhp,7.0,90000,Individual,Medium
3634,Hyundai,i20,2013,First Owner,Manual,Diesel,1396 CC,88.76 bhp,5.0,80000,Individual,Medium
3635,Hyundai,Grand,2016,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,50000,Individual,Medium
3636,Tata,Indica,2005,Second Owner,Manual,Diesel,,,,50000,Individual,Low
3637,Tata,Indica,2012,Second Owner,Manual,Diesel,1405 CC,70 bhp,5.0,185000,Individual,Low
3638,Maruti,Swift,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,40000,Individual,Medium
3639,Renault,KWID,2017,First Owner,Manual,Petrol,999 CC,67 bhp,5.0,30000,Individual,Medium
3640,Tata,Indigo,2011,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,120000,Individual,Low
3641,Maruti,Wagon,2011,Second Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,500000,Individual,Low
3642,Mahindra,Scorpio,2017,First Owner,Manual,Diesel,2179 CC,120 bhp,7.0,46000,Individual,Medium
3643,Toyota,Fortuner,2011,First Owner,Manual,Diesel,2982 CC,171 bhp,7.0,120000,Individual,Medium
3644,Mahindra,Scorpio,2015,First Owner,Manual,Diesel,2523 CC,75 bhp,9.0,80000,Individual,Medium
3645,Hyundai,i20,2016,Second Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,90000,Individual,Medium
3646,Mahindra,Scorpio,2015,First Owner,Manual,Diesel,2523 CC,75 bhp,9.0,90000,Individual,Medium
3647,Hyundai,Santro,2006,Second Owner,Manual,Petrol,,,,80000,Individual,Low
3648,Maruti,Swift,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
3649,Hyundai,Xcent,2015,Third Owner,Manual,Diesel,1120 CC,71 bhp,5.0,91000,Individual,Medium
3650,Hyundai,i20,2015,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,90000,Individual,Medium
3651,Maruti,Ertiga,2014,Second Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,110000,Individual,Medium
3652,Renault,KWID,2019,First Owner,Manual,Petrol,999 CC,67 bhp,5.0,90000,Individual,Low
3653,Tata,Tiago,2018,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,50000,Individual,Medium
3654,Mahindra,TUV,2016,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,60000,Individual,Medium
3655,Maruti,Alto,2013,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,35000,Individual,Low
3656,Volkswagen,Vento,2012,First Owner,Manual,Diesel,1598 CC,103.6 bhp,5.0,100000,Individual,Medium
3657,Hyundai,Xcent,2015,Second Owner,Manual,Diesel,1120 CC,71 bhp,5.0,90000,Individual,Medium
3658,Ford,Figo,2011,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,120000,Individual,Low
3659,Maruti,A-Star,2009,Second Owner,Manual,Petrol,998 CC,66.1 bhp,5.0,95000,Individual,Low
3660,Mahindra,Bolero,2017,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,35000,Individual,Medium
3661,Tata,Indica,2007,Second Owner,Manual,Petrol,1193 CC,65.3 bhp,5.0,38000,Individual,Low
3662,Honda,City,2014,Second Owner,Manual,Petrol,1497 CC,117.3 bhp,5.0,56000,Individual,Medium
3663,Hyundai,i20,2017,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,50000,Individual,Medium
3664,Hyundai,EON,2014,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,70000,Individual,Low
3665,Maruti,Alto,2014,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,30000,Individual,Low
3666,Mahindra,XUV500,2015,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,188000,Individual,Medium
3667,Honda,City,2014,First Owner,Manual,Petrol,1497 CC,117.3 bhp,5.0,60000,Individual,Medium
3668,Tata,Safari,2013,First Owner,Manual,Diesel,2179 CC,138.1 bhp,7.0,133000,Individual,Medium
3669,Toyota,Innova,2010,First Owner,Manual,Diesel,2494 CC,102 bhp,7.0,160000,Individual,Medium
3670,Mahindra,XUV500,2013,Second Owner,Manual,Diesel,2179 CC,140 bhp,7.0,150000,Individual,Medium
3671,Maruti,Alto,2020,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,30000,Individual,Low
3672,Maruti,Alto,2013,Second Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,60000,Individual,Low
3673,Tata,Indigo,2013,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,30000,Individual,Low
3674,Chevrolet,Enjoy,2014,First Owner,Manual,Petrol,1399 CC,98.82 bhp,7.0,80000,Individual,Medium
3675,Maruti,Alto,2014,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,20000,Individual,Low
3676,Hyundai,EON,2013,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,80000,Individual,Low
3677,Mahindra,Scorpio,2016,First Owner,Manual,Diesel,2523 CC,75 bhp,7.0,73000,Individual,Medium
3678,Hyundai,EON,2017,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,50000,Individual,Low
3679,Mahindra,Bolero,2012,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,200000,Individual,Medium
3680,Maruti,Swift,2018,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,46000,Individual,Medium
3681,Maruti,800,2003,First Owner,Manual,Petrol,796 CC,37 bhp,4.0,36088,Individual,Low
3682,Mahindra,Supro,2018,First Owner,Manual,Diesel,909 CC,45 bhp,8.0,50000,Individual,Medium
3683,Hyundai,i20,2014,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,50000,Individual,Medium
3684,Maruti,Ciaz,2018,First Owner,Manual,Petrol,1373 CC,91.1 bhp,5.0,25000,Individual,Medium
3685,Mahindra,Bolero,2019,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,30000,Individual,Medium
3686,Tata,Hexa,2018,First Owner,Manual,Diesel,2179 CC,153.86 bhp,7.0,30000,Individual,High
3687,Force,One,2018,First Owner,Manual,Diesel,2200 CC,139.01 bhp,7.0,13000,Individual,High
3688,Maruti,XL6,2019,First Owner,Manual,Petrol,1462 CC,103.2 bhp,6.0,15000,Individual,High
3689,Maruti,SX4,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,44000,Dealer,Medium
3690,Ford,EcoSport,2015,First Owner,Manual,Diesel,1498 CC,98.59 bhp,5.0,63000,Individual,Medium
3691,Mahindra,TUV,2016,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,110000,Individual,Medium
3692,Hyundai,Xcent,2017,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,14000,Individual,Medium
3693,Maruti,Alto,2017,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,35000,Individual,Medium
3694,Mahindra,Bolero,2016,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,35000,Individual,Medium
3695,Tata,Indigo,2012,Second Owner,Manual,Diesel,1396 CC,69 bhp,5.0,110000,Individual,Low
3696,Tata,Indigo,2011,Second Owner,Manual,Diesel,1405 CC,70 bhp,5.0,85700,Individual,Low
3697,Maruti,Ritz,2010,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Low
3698,Honda,Amaze,2013,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,50000,Individual,Medium
3699,Toyota,Etios,2012,First Owner,Manual,Diesel,,,,100000,Individual,Medium
3700,Hyundai,Xcent,2016,First Owner,Manual,Diesel,1120 CC,71 bhp,5.0,35000,Individual,Medium
3701,Maruti,Swift,2012,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,70000,Individual,Medium
3702,Ford,Classic,2013,First Owner,Manual,Petrol,1596 CC,99.6 bhp,5.0,90000,Individual,Medium
3703,Mahindra,XUV500,2017,Second Owner,Manual,Diesel,2179 CC,140 bhp,7.0,42000,Individual,High
3704,Hyundai,Grand,2016,Second Owner,Manual,Petrol,1197 CC,82 bhp,5.0,30000,Individual,Medium
3705,Maruti,Ciaz,2017,First Owner,Manual,Petrol,1373 CC,91.1 bhp,5.0,80000,Individual,Medium
3706,Hyundai,i20,2011,Third Owner,Manual,Petrol,1197 CC,80 bhp,5.0,90000,Individual,Medium
3707,Chevrolet,Beat,2012,First Owner,Manual,Petrol,1199 CC,79.4 bhp,5.0,60000,Individual,Low
3708,Maruti,Eeco,2010,First Owner,Manual,Petrol,1196 CC,73 bhp,5.0,162000,Individual,Low
3709,Tata,Nano,2017,Third Owner,Manual,Petrol,624 CC,37.48 bhp,4.0,70000,Individual,Low
3710,Maruti,Wagon,2015,Second Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,20000,Individual,Medium
3711,Tata,New,2012,Second Owner,Manual,Diesel,2179 CC,138.1 bhp,7.0,80000,Individual,Medium
3712,Mahindra,Bolero,2008,First Owner,Manual,Diesel,2523 CC,63 bhp,7.0,90000,Individual,Medium
3713,Hyundai,i10,2008,Second Owner,Automatic,Petrol,1197 CC,80 bhp,5.0,120000,Individual,Low
3714,Chevrolet,Tavera,2005,First Owner,Manual,Diesel,2499 CC,80 bhp,10.0,220000,Individual,Low
3715,Maruti,Swift,2009,Second Owner,Manual,Diesel,1248 CC,75 bhp,5.0,100000,Individual,Low
3716,Tata,Zest,2017,First Owner,Manual,Petrol,1193 CC,88.7 bhp,5.0,35000,Individual,Medium
3717,Toyota,Camry,2004,Second Owner,Manual,Petrol,2362 CC,164.7 bhp,5.0,120000,Individual,Low
3718,Mahindra,Bolero,2011,Fourth & Above Owner,Manual,Diesel,2523 CC,63 bhp,7.0,120000,Individual,Medium
3719,Maruti,Eeco,2012,First Owner,Manual,Petrol,1196 CC,73 bhp,5.0,110000,Individual,Low
3720,Renault,KWID,2017,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,60000,Individual,Medium
3721,Hyundai,i20,2017,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,27000,Individual,Medium
3722,Maruti,Swift,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,50000,Individual,Medium
3723,Honda,Amaze,2018,First Owner,Manual,Petrol,1198 CC,86.7 bhp,5.0,40000,Individual,Medium
3724,Hyundai,Verna,2013,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,88000,Individual,Medium
3725,Mahindra,Scorpio,2020,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,50000,Individual,High
3726,Hyundai,Verna,2012,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,80000,Individual,Medium
3727,Hyundai,Elite,2019,First Owner,Manual,Diesel,1396 CC,88.76 bhp,5.0,60000,Individual,Medium
3728,Maruti,Swift,2017,Second Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,26000,Individual,Medium
3729,Ford,Fiesta,2007,Second Owner,Manual,Petrol,1388 CC,68 bhp,5.0,80000,Individual,Low
3730,Hyundai,EON,2014,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,60000,Individual,Low
3731,Hyundai,i10,2014,Second Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,80000,Individual,Medium
3732,Maruti,Swift,2011,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,90000,Individual,Medium
3733,Hyundai,Verna,2012,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,80000,Individual,Medium
3734,Hyundai,Grand,2019,First Owner,Automatic,Petrol,1197 CC,81.86 bhp,5.0,15000,Individual,Medium
3735,Maruti,Swift,2017,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,35000,Individual,Medium
3736,Toyota,Etios,2014,First Owner,Manual,Diesel,1364 CC,67.04 bhp,5.0,120000,Individual,Medium
3737,Hyundai,Grand,2016,Third Owner,Manual,Diesel,1120 CC,70 bhp,5.0,63000,Individual,Medium
3738,Volkswagen,Ameo,2019,First Owner,Manual,Diesel,1498 CC,108.62 bhp,5.0,25000,Individual,Medium
3739,Maruti,Wagon,2011,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,64500,Individual,Low
3740,Mahindra,KUV,2016,Second Owner,Manual,Diesel,1198 CC,77 bhp,6.0,100000,Individual,Medium
3741,Hyundai,Verna,2017,First Owner,Manual,Diesel,1582 CC,126.2 bhp,5.0,40000,Individual,Medium
3742,Hyundai,i20,2017,Second Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,15000,Individual,Medium
3743,Toyota,Etios,2015,First Owner,Manual,Diesel,1364 CC,67.04 bhp,5.0,25000,Individual,Medium
3744,Maruti,Ritz,2016,Third Owner,Manual,Petrol,1197 CC,85.80 bhp,5.0,82000,Individual,Low
3745,Maruti,Ertiga,2012,First Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,87000,Individual,Medium
3746,Maruti,Alto,2015,Second Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,80000,Individual,Low
3747,Renault,Duster,2012,Third Owner,Manual,Diesel,1461 CC,108.45 bhp,5.0,110000,Individual,Medium
3748,Tata,Manza,2011,Second Owner,Manual,Diesel,1248 CC,88.8 bhp,5.0,148000,Individual,Low
3749,Mahindra,Scorpio,2018,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,40000,Individual,High
3750,Hyundai,Accent,2011,First Owner,Manual,Petrol,1495 CC,93.7 bhp,5.0,70000,Individual,Low
3751,Hyundai,Santro,2012,Second Owner,Manual,LPG,1086 CC,62.1 bhp,5.0,70000,Individual,Low
3752,Maruti,800,2008,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,40000,Individual,Low
3753,Tata,Indigo,2010,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,120000,Individual,Low
3754,Ford,Fiesta,2012,First Owner,Manual,Diesel,1399 CC,67 bhp,5.0,60000,Individual,Medium
3755,Tata,Manza,2011,First Owner,Manual,Diesel,1248 CC,90 bhp,5.0,90000,Dealer,Low
3756,Maruti,Swift,2014,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,68000,Dealer,Medium
3757,Honda,Amaze,2017,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,24500,Dealer,Medium
3758,Mahindra,XUV500,2012,Second Owner,Manual,Diesel,2179 CC,140 bhp,7.0,77000,Dealer,Medium
3759,Honda,Amaze,2015,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,85000,Dealer,Medium
3760,Toyota,Etios,2011,First Owner,Manual,Petrol,1496 CC,88.73 bhp,5.0,45500,Dealer,Medium
3761,Maruti,Swift,2014,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,67000,Dealer,Medium
3762,Maruti,Swift,2014,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,77000,Dealer,Medium
3763,Hyundai,EON,2016,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,47000,Dealer,Medium
3764,Tata,Tiago,2017,First Owner,Manual,Petrol,1199 CC,84.48 bhp,5.0,57000,Dealer,Medium
3765,Hyundai,i20,2018,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,71500,Dealer,Medium
3766,Toyota,Etios,2012,First Owner,Manual,Diesel,1364 CC,67.04 bhp,5.0,110000,Dealer,Medium
3767,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,82000,Dealer,Medium
3768,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Dealer,Medium
3769,Maruti,Baleno,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,28000,Dealer,Medium
3770,Skoda,Rapid,2016,Second Owner,Manual,Diesel,1498 CC,103.52 bhp,5.0,125000,Dealer,Medium
3771,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,67000,Dealer,Medium
3772,Honda,City,2011,Third Owner,Manual,Petrol,1497 CC,118 bhp,5.0,93500,Dealer,Medium
3773,Maruti,Swift,2012,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,8500,Dealer,Medium
3774,Maruti,Baleno,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,80000,Dealer,Medium
3775,Toyota,Innova,2016,First Owner,Automatic,Diesel,2755 CC,171.5 bhp,7.0,30000,Individual,High
3776,Ford,Figo,2018,First Owner,Manual,Petrol,1196 CC,86.8 bhp,5.0,14200,Individual,Medium
3777,Ford,Fiesta,2007,First Owner,Manual,Petrol,1388 CC,68 bhp,5.0,97000,Individual,Low
3778,Tata,New,2012,First Owner,Manual,Diesel,2179 CC,138 bhp,7.0,90000,Individual,Medium
3779,Hyundai,i20,2017,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,30000,Individual,Medium
3780,Hyundai,i20,2015,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,50000,Individual,Medium
3781,Maruti,Alto,2016,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,30000,Individual,Medium
3782,Maruti,Gypsy,2017,First Owner,Manual,Petrol,1298 CC,80 bhp,8.0,20000,Individual,Medium
3783,Volkswagen,Polo,2012,First Owner,Manual,Diesel,1199 CC,73.9 bhp,5.0,60300,Individual,Medium
3784,Tata,Zest,2015,First Owner,Manual,Diesel,1248 CC,88.7 bhp,5.0,35000,Individual,Medium
3785,Tata,Safari,2011,First Owner,Manual,Diesel,2179 CC,138.03 bhp,7.0,80000,Individual,Medium
3786,Hyundai,i10,2008,Second Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,44391,Individual,Low
3787,Maruti,Baleno,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,58000,Individual,Medium
3788,Mahindra,Bolero,2015,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,40000,Individual,Medium
3789,Maruti,Ertiga,2017,Second Owner,Manual,Diesel,1248 CC,88.5 bhp,7.0,66000,Individual,Medium
3790,Honda,City,2016,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,110000,Individual,Medium
3791,Chevrolet,Beat,2013,First Owner,Manual,Diesel,936 CC,57.6 bhp,5.0,56315,Individual,Low
3792,Mahindra,Bolero,2017,First Owner,Manual,Diesel,1493 CC,70 bhp,7.0,70000,Individual,Medium
3793,Toyota,Etios,2013,First Owner,Manual,Diesel,1364 CC,67.06 bhp,5.0,120000,Individual,Medium
